-1196,-1294,-746,-1067,-787,2,-1,0,4,6,0
-1196,-1294,-745,-1067,-783,2,-1,0,4,5,0
-1195,-1293,-745,-1066,-779,2,-2,0,4,5,0
-1194,-1292,-744,-1065,-775,1,-2,0,4,5,0
-1193,-1291,-743,-1065,-774,1,-2,0,3,5,0
-1193,-1290,-743,-1065,-774,1,-2,0,4,7,0
-1193,-1290,-743,-1065,-775,2,-2,0,4,8,0
-1193,-1291,-743,-1066,-777,2,-2,0,4,10,0
-1193,-1292,-744,-1066,-779,2,-1,0,4,12,0
-1194,-1293,-744,-1067,-781,3,-1,0,4,13,0
-1194,-1294,-745,-1067,-784,3,0,1,5,14,0
-1195,-1294,-745,-1068,-785,4,0,1,5,14,0
-1195,-1294,-745,-1068,-786,4,0,1,4,13,0
-1195,-1294,-745,-1068,-786,3,-1,1,4,12,0
-1194,-1294,-745,-1068,-784,3,-1,0,4,11,0
-1194,-1293,-745,-1067,-783,3,-2,0,3,9,0
-1194,-1293,-745,-1067,-783,3,-2,0,3,8,0
-1193,-1292,-745,-1066,-783,3,-3,0,3,7,0
-1193,-1292,-745,-1066,-784,3,-3,0,3,7,0
-1193,-1292,-744,-1065,-785,3,-3,0,3,7,0
-1193,-1292,-744,-1065,-785,3,-2,0,3,7,0
-1193,-1292,-744,-1065,-784,3,-2,0,3,7,0
-1193,-1292,-744,-1065,-783,3,-2,0,4,7,0
-1193,-1292,-744,-1066,-781,4,-2,0,4,7,0
-1193,-1292,-744,-1067,-780,4,-1,0,4,7,0
-1193,-1292,-744,-1067,-779,4,-1,0,4,8,0
-1193,-1292,-744,-1068,-778,4,-1,0,5,8,0
-1193,-1292,-744,-1068,-778,4,-1,0,4,8,0
-1194,-1292,-744,-1067,-778,4,-1,0,4,9,0
-1194,-1291,-744,-1067,-778,4,-1,0,4,10,0
-1194,-1291,-744,-1067,-778,4,-1,0,3,11,0
-1194,-1291,-743,-1067,-778,4,-1,0,3,11,0
-1194,-1292,-743,-1067,-778,3,-1,0,3,12,0
-1195,-1292,-743,-1068,-778,3,-1,0,3,12,0
-1195,-1292,-743,-1068,-778,3,-1,0,3,12,0
-1195,-1292,-743,-1069,-778,3,-1,1,3,13,0
-1194,-1293,-742,-1069,-778,3,-1,1,3,13,0
-1194,-1292,-742,-1070,-778,3,-1,1,2,13,0
-1194,-1292,-742,-1070,-776,2,-1,1,2,13,0
-1193,-1292,-742,-1069,-774,2,-1,2,2,13,0
-1193,-1292,-741,-1069,-772,2,-1,2,2,13,0
-1193,-1291,-741,-1068,-770,3,-1,2,1,13,0
-1193,-1291,-742,-1068,-769,3,-1,2,1,14,0
-1194,-1290,-742,-1068,-771,3,-1,3,1,16,0
-1194,-1290,-742,-1068,-773,3,-1,3,1,18,0
-1194,-1291,-742,-1069,-776,4,0,3,1,19,0
-1194,-1291,-742,-1069,-779,4,0,3,2,19,0
-1194,-1291,-742,-1069,-781,3,0,3,2,19,0
-1194,-1291,-743,-1069,-782,3,0,3,2,19,0
-1193,-1291,-744,-1069,-782,3,0,3,2,17,0
-1193,-1291,-744,-1069,-783,3,0,3,1,16,0
-1193,-1291,-744,-1069,-783,3,0,2,1,14,0
-1192,-1291,-744,-1069,-783,3,0,2,1,12,0
-1192,-1291,-744,-1069,-783,3,0,2,1,11,0
-1192,-1291,-744,-1068,-782,3,0,1,1,10,0
-1192,-1291,-744,-1067,-781,4,0,1,1,9,0
-1192,-1291,-744,-1066,-781,4,0,1,1,8,0
-1191,-1291,-744,-1066,-781,4,0,1,1,8,0
-1191,-1291,-744,-1066,-781,4,0,1,2,8,0
-1191,-1290,-744,-1067,-781,5,0,1,2,9,0
-1191,-1290,-744,-1067,-782,5,0,1,2,9,0
-1191,-1289,-744,-1067,-782,5,0,0,3,9,0
-1191,-1289,-744,-1066,-782,5,0,0,3,9,0
-1191,-1289,-744,-1066,-783,5,0,0,3,10,0
-1192,-1290,-744,-1066,-783,5,0,1,3,9,0
-1192,-1290,-743,-1065,-783,6,0,1,4,9,0
